子商户编号,交易日期,交易时间,订单号,支付方式,交易金额,清算金额,手续费,手续费率
TL1229,20210520,161351,447794091702136832,微信,10,10,.03,255
TL1229,20210520,161352,447794091744079872,微信,10,10,.03,255
tl20210105,20210520,161353,447794098324942848,微信,15,15,.03,200
tl20210105,20210520,161356,447794111432142848,微信,8,8,.02,200
tl20210105,20210520,161630,K520985861625230,微信,55,55,.11,200
TL1229,20210520,161630,447794758156070912,微信,35,35,.09,255
TL1229,20210520,161632,447794768008491008,微信,40,40,.1,255
tl20210105,20210520,161758,447795129402306560,微信,40,40,.08,200
tl20210105,20210520,161759,447795131566567424,微信,8,8,.02,200
TL1229,20210520,162033,447795779724947456,微信,10,10,.03,255
TL1229,20210520,162153,447796112169676800,微信,86,86,.22,255
tl20210105,20210520,162154,447796116074573824,微信,18,18,.04,200
TL1229,20210520,162154,447796119018975232,微信,25,25,.06,255
tl20210105,20210520,162156,447796127264976896,微信,8,8,.02,200
tl20210105,20210520,162311,447796439128256512,微信,49,49,.1,200
TL1229,20210520,162314,447796451363041280,微信,10,10,.03,255
TL1229,20210520,162445,447796834542071808,微信,12,12,.03,255
TL1229,20210520,162711,447797447527018496,微信,10,10,.03,255
tl20210105,20210520,162715,447797461942841344,微信,25,25,.05,200
TL1229,20210520,163002,447798163310161920,微信,55,55,.14,255
tl20210105,20210520,163005,447798178518708224,微信,15,15,.03,200
tl20210105,20210520,153647,447784762378858496,微信,8,8,.02,200
tl20210105,20210520,153649,K520961988894097,微信,15,15,.03,200
TL1229,20210520,153915,447785386432573440,微信,10,10,.03,255
TL1229,20210520,153918,447785396343713792,微信,10,10,.03,255
TL1229,20210520,154025,447785676850376704,微信,15,15,.04,255
TL1229,20210520,154025,447785677957672960,微信,10,10,.03,255
TL1229,20210520,154025,447785678326771712,微信,20,20,.05,255
TL1229,20210520,154026,447785684278489088,微信,10,10,.03,255
tl20210105,20210520,154148,447786023241166848,微信,8,8,.02,200
tl20210105,20210520,154303,447786339852398592,微信,8,8,.02,200
TL1229,20210520,154402,447786586695577600,微信,50,50,.13,255
TL1229,20210520,154512,447786881622257664,微信,10,10,.03,255
tl20210105,20210520,154513,447786888219897856,微信,8,8,.02,200
tl20210105,20210520,154518,K520967103819776,微信,19,19,.04,200
tl20210105,20210520,154519,447786912613969920,微信,8,8,.02,200
TL1229,20210520,154631,447787214738075648,微信,10,10,.03,255
tl20210105,20210520,154632,447787218349371392,微信,8,8,.02,200
tl20210105,20210520,154745,447787522952310784,微信,8,8,.02,200
tl20210105,20210520,155007,447788117582983168,微信,30,30,.06,200
tl00108,20210520,155252,447788811614466048,微信,44,44,.11,255
TL1229,20210520,155257,447788832023949312,微信,28,28,.07,255
tl20210105,20210520,155543,447789526630051840,微信,15,15,.03,200
TL1229,20210520,155700,447789851743137792,微信,133,133,.34,255
tl20210105,20210520,155701,447789857292201984,微信,20,20,.04,200
TL1229,20210520,155824,447790204882563072,微信,15,15,.04,255
TL1229,20210520,155943,447790535758622720,微信,10,10,.03,255
TL1229,20210520,160235,447791257556398080,微信,10,10,.03,255
tl20210105,20210520,160236,447791261742313472,微信,16,16,.03,200
TL1229,20210520,160237,447791266913890304,微信,12,12,.03,255
tl20210105,20210520,160348,447791561379196928,微信,10,10,.02,200
TL1229,20210520,160517,447791933753700352,微信,40,40,.1,255
tl20210105,20210520,160517,K520979107346234,微信,60,60,.12,200
TL1229,20210520,160642,447792292526075904,微信,35,35,.09,255
tl20210105,20210520,160749,447792569345945600,微信,8,8,.02,200
TL1229,20210520,160756,447792601386233856,微信,60,60,.15,255
TL1229,20210520,160851,447792830009356288,微信,10,10,.03,255
tl20210105,20210520,160852,447792839786278912,微信,8,8,.02,200
tl20210105,20210520,160853,447792842059591680,微信,13,13,.03,200
TL1229,20210520,161009,447793154967252992,微信,20,20,.05,255
TL1229,20210520,161119,447793455346528256,微信,10,10,.03,255
tl00108,20210520,161233,447793764143771648,微信,45,45,.11,255
tl20210105,20210520,161359,447794123708870656,微信,20,20,.04,200
TL1229,20210520,161634,447794773624664064,微信,15,15,.04,255
tl20210105,20210520,161634,447794771074527232,微信,18,18,.04,200
TL1229,20210520,161801,447795140957614080,微信,30,30,.08,255
tl20210105,20210520,161921,447795474144735232,微信,18,18,.04,200
tl20210105,20210520,162037,447795794010746880,微信,16,16,.03,200
TL1229,20210520,162156,447796128032534528,微信,2,2,.01,255
TL1229,20210520,162158,447796133044727808,微信,20,20,.05,255
tl20210105,20210520,162314,447796452269010944,微信,23,23,.05,200
TL1229,20210520,162316,447796462767353856,微信,2,2,.01,255
tl20210105,20210520,162317,447796465967607808,微信,30,30,.06,200
TL1229,20210520,162446,447796840950968320,微信,10,10,.03,255
TL1229,20210520,162449,447796852950872064,微信,10,10,.03,255
tl20210105,20210520,162451,K520990885101584,微信,15,15,.03,200
TL1229,20210520,162452,447796863692484608,微信,15,15,.04,255
TL1229,20210520,162603,447797161651646464,微信,20,20,.05,255
tl20210105,20210520,162718,447797477524680704,微信,8,8,.02,200
tl20210105,20210520,162721,447797489281314816,微信,8,8,.02,200
tl20210105,20210520,163009,447798191986618368,微信,8,8,.02,200
TL1229,20210520,153655,447784798080774144,微信,12,12,.03,255
TL1229,20210520,153801,447785071239016448,微信,40,40,.1,255
tl20210105,20210520,153802,447785079753453568,微信,10,10,.02,200
TL1229,20210520,153803,447785083800956928,微信,10,10,.03,255
tl20210105,20210520,153922,447785413519388672,微信,28,28,.06,200
tl20210105,20210520,154032,447785706449580032,微信,10,10,.02,200
tl20210105,20210520,154033,447785711696654336,微信,15,15,.03,200
TL1229,20210520,154033,447785712170610688,微信,20,20,.05,255
tl20210105,20210520,154155,447786057856757760,微信,10,10,.02,200
TL1229,20210520,154156,447786060490780672,微信,10,10,.03,255
tl20210105,20210520,154157,447786064760582144,微信,8,8,.02,200
TL1229,20210520,154749,447787538605453312,微信,40,40,.1,255
tl20210105,20210520,154753,447787555026153472,微信,8,8,.02,200
tl20210105,20210520,154902,447787844940640256,微信,3,3,.01,200
TL1229,20210520,155141,447788514468999168,微信,10,10,.03,255
tl20210105,20210520,155425,447789201940590592,微信,10,10,.02,200
tl20210105,20210520,155546,447789542639710208,微信,10,10,.02,200
tl20210105,20210520,155707,447789881967292416,微信,15,15,.03,200
tl20210105,20210520,155709,447789888757870592,微信,28,28,.06,200
TL1229,20210520,155711,447789895686860800,微信,15,15,.04,255
tl20210105,20210520,155711,447789899600146432,微信,8,8,.02,200
tl20210105,20210520,155826,447790211752833024,微信,131,131,.26,200
TL1229,20210520,155946,447790547091632128,微信,35,35,.09,255
TL1229,20210520,155947,447790552057688064,微信,20,20,.05,255
TL1229,20210520,155949,447790561180299264,微信,10,10,.03,255
tl20210105,20210520,155951,447790567538864128,微信,45,45,.09,200
TL1229,20210520,160117,447790929113034752,微信,10,10,.03,255
TL1229,20210520,160118,447790935572262912,微信,15,15,.04,255
tl20210105,20210520,160119,K520976760926987,微信,26,26,.05,200
TL1229,20210520,160238,447791269623410688,微信,140,140,.36,255
tl20210105,20210520,160238,447791270185447424,微信,10,10,.02,200
tl20210105,20210520,160240,447791276585955328,微信,10,10,.02,200
tl20210105,20210520,160354,447791587732008960,微信,30,30,.06,200
TL1229,20210520,160522,447791957459906560,微信,45,45,.11,255
TL1229,20210520,160650,447792327762423808,微信,23,23,.06,255
TL1229,20210520,160853,447792841237508096,微信,10,10,.03,255
TL1229,20210520,160857,447792859730194432,微信,38,38,.1,255
tl20210105,20210520,161124,447793476225773568,微信,48,48,.1,200
tl20210105,20210520,161237,447793783513067520,微信,10,10,.02,200
TL1229,20210520,161527,447794491679354880,微信,10,10,.03,255
TL1229,20210520,161809,447795175661285376,微信,10,10,.03,255
TL1229,20210520,161810,447795178123341824,微信,10,10,.03,255
TL1229,20210520,161810,447795179599736832,微信,10,10,.03,255
tl20210105,20210520,161925,447795494017347584,微信,50,50,.1,200
TL1229,20210520,161926,447795494860402688,微信,10,10,.03,255
TL1229,20210520,162041,447795813447151616,微信,38,38,.1,255
TL1229,20210520,162042,447795813564592128,微信,20,20,.05,255
tl20210105,20210520,162042,447795814772551680,微信,32,32,.06,200
TL1229,20210520,162204,447796158286049280,微信,10,10,.03,255
TL1229,20210520,162204,447796160345452544,微信,30,30,.08,255
TL1229,20210520,162321,447796479003504640,微信,12,12,.03,255
tl20210105,20210520,162321,447796484003115008,微信,8,8,.02,200
TL1229,20210520,162322,447796487224340480,微信,18,18,.05,255
TL1229,20210520,162455,447796875897909248,微信,60,60,.15,255
TL1229,20210520,162607,447797177728413696,微信,10,10,.03,255
tl20210105,20210520,162724,447797500375248896,微信,18,18,.04,200
TL1229,20210520,162725,447797505953673216,微信,10,10,.03,255
TL1229,20210520,162850,447797863903965184,微信,45,45,.11,255
TL1229,20210520,163014,447798216540073984,微信,10,10,.03,255
tl20210105,20210520,153924,447785422893658112,微信,10,10,.02,200
TL1229,20210520,154036,447785724912906240,微信,10,10,.03,255
TL1229,20210520,154200,447786077507072000,微信,12,12,.03,255
TL1229,20210520,154311,447786376141516800,微信,22,22,.06,255
tl20210105,20210520,154409,447786616718405632,微信,76,76,.15,200
tl20210105,20210520,154523,447786926731997184,微信,15,15,.03,200
TL1229,20210520,154641,447787253074014208,微信,10,10,.03,255
TL1229,20210520,154754,447787560046735360,微信,61,61,.16,255
tl20210105,20210520,154759,K520968751024004,微信,16,16,.03,200
TL1229,20210520,154905,447787857578078208,微信,600,600,1.53,255
tl20210105,20210520,154906,447787860950298624,微信,10,10,.02,200
TL1229,20210520,154907,447787867803791360,微信,45,45,.11,255
TL1229,20210520,155016,447788154929065984,微信,10,10,.03,255
TL1229,20210520,155016,447788156510318592,微信,30,30,.08,255
tl20210105,20210520,155143,447788524057178112,微信,10,10,.02,200
TL1229,20210520,155144,447788525462269952,微信,15,15,.04,255
TL1229,20210520,155146,447788533326589952,微信,10,10,.03,255
TL1229,20210520,155149,447788545435545600,微信,71,71,.18,255
tl20210105,20210520,155307,447788874130567168,微信,8,8,.02,200
TL1229,20210520,155307,447788875263029248,微信,15,15,.04,255
TL1229,20210520,155309,447788880573018112,微信,40,40,.1,255
TL1229,20210520,155309,447788880124227584,微信,12,12,.03,255
TL1229,20210520,155955,447790586249654272,微信,55,55,.14,255
TL1229,20210520,160125,447790962084458496,微信,20,20,.05,255
tl20210105,20210520,160531,447791992935329792,微信,52,52,.1,200
tl20210105,20210520,160655,447792347802808320,微信,10,10,.02,200
TL1229,20210520,160800,447792618515771392,微信,10,10,.03,255
TL1229,20210520,160801,447792625499287552,微信,40,40,.1,255
tl20210105,20210520,160803,447792630406623232,微信,30,30,.06,200
TL1229,20210520,161018,447793196637663232,微信,15,15,.04,255
tl20210105,20210520,161129,447793495859310592,微信,8,8,.02,200
TL1229,20210520,161241,447793799304622080,微信,40,40,.1,255
TL1229,20210520,161531,447794512306941952,微信,10,10,.03,255
TL1229,20210520,161648,447794835972993024,微信,28,28,.07,255
TL1229,20210520,161650,447794842436415488,微信,10,10,.03,255
TL1229,20210520,161819,447795214932553728,微信,10,10,.03,255
TL1229,20210520,161928,447795495128838144,微信,30,30,.08,255
TL1229,20210520,162042,447795812729925632,微信,10,10,.03,255
TL1229,20210520,162322,447796487794765824,微信,10,10,.03,255
TL1229,20210520,162324,447796494354657280,微信,10,10,.03,255
tl20210105,20210520,162458,447796888485015552,微信,10,10,.02,200
tl20210105,20210520,162856,447797885752094720,微信,8,8,.02,200
tl20210105,20210520,162858,447797894555938816,微信,43,43,.09,200
tl20210105,20210520,162859,447797894899871744,微信,8,8,.02,200
TL1229,20210520,163022,447798249884790784,微信,10,10,.03,255
TL1229,20210520,153659,447784815789125632,微信,10,10,.03,255
tl00108,20210520,153702,447784825641545728,微信,790,790,2.01,255
tl20210105,20210520,153702,447784816758009856,微信,40,40,.08,200
TL1229,20210520,153927,447785433471692800,微信,38,38,.1,255
tl20210105,20210520,153928,447785438857179136,微信,8,8,.02,200
TL1229,20210520,154039,447785736065560576,微信,15,15,.04,255
tl20210105,20210520,154040,447785741719482368,微信,8,8,.02,200
TL1229,20210520,154204,447786091969032192,微信,10,10,.03,255
TL1229,20210520,154413,447786634841993216,微信,12,12,.03,255
tl00108,20210520,154414,447786639015325696,微信,22,22,.06,255
TL1229,20210520,154415,447786641510936576,微信,80,80,.2,255
tl00108,20210520,154415,447786643918467072,微信,22,22,.06,255
tl20210105,20210520,154525,K520967213264908,微信,18,18,.04,200
TL1229,20210520,154526,447786939730145280,微信,30,30,.08,255
TL1229,20210520,154526,447786942284476416,微信,40,40,.1,255
tl00108,20210520,154642,447787260082696192,微信,58,58,.15,255
TL1229,20210520,154642,447787260183359488,微信,10,10,.03,255
TL1229,20210520,154642,447787260619567104,微信,15,15,.04,255
TL1229,20210520,154643,447787262196625408,微信,10,10,.03,255
tl20210105,20210520,154801,447787588064686080,微信,18,18,.04,200
TL1229,20210520,155018,447788166689894400,微信,15,15,.04,255
TL1229,20210520,155019,447788170905169920,微信,10,10,.03,255
tl20210105,20210520,155022,447788180510126080,微信,18,18,.04,200
TL1229,20210520,155436,447789246060474368,微信,20,20,.05,255
TL1229,20210520,155436,447789248342175744,微信,30,30,.08,255
TL1229,20210520,155553,447789571957895168,微信,40,40,.1,255
TL1229,20210520,155721,447789938925940736,微信,10,10,.03,255
TL1229,20210520,155833,447790240328626176,微信,10,10,.03,255
tl20210105,20210520,160002,447790614112415744,微信,43,43,.09,200
tl20210105,20210520,160003,447790619124609024,微信,8,8,.02,200
tl20210105,20210520,160126,K520976827203184,微信,16,16,.03,200
TL1229,20210520,160401,447791616454602752,微信,15,15,.04,255
TL1229,20210520,160535,447792009997758464,微信,10,10,.03,255
tl20210105,20210520,160537,447792014376611840,微信,18,18,.04,200
tl20210105,20210520,160537,447792021066526720,微信,8,8,.02,200
TL1229,20210520,160538,447792025160167424,微信,66,66,.17,255
TL1229,20210520,160657,447792356917030912,微信,10,10,.03,255
TL1229,20210520,160658,447792360347971584,微信,38,38,.1,255
TL1229,20210520,160804,447792635875995648,微信,60,60,.15,255
TL1229,20210520,160805,447792639642480640,微信,35,35,.09,255
TL1229,20210520,161019,447793201796657152,微信,10,10,.03,255
TL1229,20210520,161019,447793203558264832,微信,12,12,.03,255
TL1229,20210520,161132,447793507058102272,微信,10,10,.03,255
TL1229,20210520,161248,447793829226786816,微信,10,10,.03,255
tl20210105,20210520,161407,447794159758913536,微信,10,10,.02,200
tl20210105,20210520,161408,447794162137083904,微信,8,8,.02,200
TL1229,20210520,161410,447794170152398848,微信,38,38,.1,255
tl20210105,20210520,161411,447794174820659200,微信,25,25,.05,200
TL1229,20210520,161414,447794188661862400,微信,10,10,.03,255
TL1229,20210520,161538,447794538672336896,微信,45,45,.11,255
tl20210105,20210520,161823,447795232972255232,微信,2,2,0,200
TL1229,20210520,161824,447795233337159680,微信,10,10,.03,255
