子商户编号,交易日期,交易时间,订单号,支付方式,交易金额,清算金额,手续费,手续费率
tl20210105,20210520,131720,447749666900848640,微信,16,16,.03,200
tl20210105,20210520,131722,447749676900069376,微信,25,25,.05,200
TL1229,20210520,131900,447750087249801216,微信,15,15,.04,255
TL1229,20210520,132035,447750485230530560,微信,15,15,.04,255
TL1229,20210520,132036,447750490930589696,微信,15,15,.04,255
TL1229,20210520,132036,447750492570562560,微信,15,15,.04,255
tl20210105,20210520,132151,447750807298551808,微信,55,55,.11,200
TL1229,20210520,132152,447750810742075392,微信,15,15,.04,255
TL1229,20210520,132314,447751154297516032,微信,83,83,.21,255
TL1229,20210520,132314,447751154238795776,微信,60,60,.15,255
TL1229,20210520,132315,447751156826681344,微信,40,40,.1,255
tl20210105,20210520,132316,447751164384817152,微信,15,15,.03,200
tl20210105,20210520,132451,447751560452943872,微信,55,55,.11,200
TL1229,20210520,132458,447751589704019968,微信,50,50,.13,255
TL1229,20210520,132459,447751594946899968,微信,55,55,.14,255
TL1229,20210520,132644,447752036380618752,微信,15,15,.04,255
TL1229,20210520,132648,447752051333312512,微信,63,63,.16,255
tl20210105,20210520,132650,447752062586630144,微信,55,55,.11,200
TL1229,20210520,132651,447752064792834048,微信,22,22,.06,255
tl20210105,20210520,132651,447752066172760064,微信,10,10,.02,200
TL1229,20210520,132653,447752071226896384,微信,10,10,.03,255
TL1229,20210520,132827,447752468456845312,微信,65,65,.17,255
tl20210105,20210520,132828,447752471405441024,微信,55,55,.11,200
TL1229,20210520,132958,447752846913089536,微信,76,76,.19,255
TL1229,20210520,132958,447752824427425792,微信,15,15,.04,255
tl20210105,20210520,132959,K520885923128430,微信,25,25,.05,200
tl20210105,20210520,133135,447753255752871936,微信,20,20,.04,200
tl20210105,20210520,133140,447753276850221056,微信,10,10,.02,200
tl20210105,20210520,133431,447753993765826560,微信,25,25,.05,200
tl20210105,20210520,133431,447753995317719040,微信,16,16,.03,200
tl20210105,20210520,133556,K520889523136545,微信,30,30,.06,200
tl20210105,20210520,133823,447754964160000000,微信,2,2,0,200
TL1229,20210520,133823,447754966592696320,微信,15,15,.04,255
TL1229,20210520,133824,447754970417901568,微信,10,10,.03,255
tl20210105,20210520,134115,447755687849406464,微信,8,8,.02,200
TL1229,20210520,134117,447755694166028288,微信,10,10,.03,255
tl20210105,20210520,134236,447756028477222912,微信,25,25,.05,200
TL1229,20210520,134404,447756395818561536,微信,28,28,.07,255
tl00108,20210520,134534,447756774333526016,微信,12,12,.03,255
TL1229,20210520,134535,447756778641076224,微信,10,10,.03,255
tl20210105,20210520,134702,447757146145992704,微信,49,49,.1,200
tl20210105,20210520,134812,447757436614127616,微信,55,55,.11,200
TL1229,20210520,135103,447758154637029376,微信,40,40,.1,255
tl20210105,20210520,135107,447758171217113088,微信,10,10,.02,200
tl20210105,20210520,135356,447758882084532224,微信,10,10,.02,200
tl20210105,20210520,135359,447758893807611904,微信,25,25,.05,200
tl20210105,20210520,135400,447758895896375296,微信,25,25,.05,200
TL1229,20210520,135829,447760025707655168,微信,35,35,.09,255
tl20210105,20210520,135831,447760033563586560,微信,73,73,.15,200
TL1229,20210520,135833,447760043835437056,微信,25,25,.06,255
tl20210105,20210520,140105,447760678597210112,微信,16,16,.03,200
TL1229,20210520,140108,447760691721187328,微信,56,56,.14,255
TL1229,20210520,140109,447760697316388864,微信,45,45,.11,255
tl00108,20210520,140248,447761110165925888,微信,7,7,.02,255
TL1229,20210520,140249,447761110585356288,微信,10,10,.03,255
tl20210105,20210520,140249,447761117078138880,微信,35,35,.07,200
TL1229,20210520,140407,447761445320175616,微信,15,15,.04,255
TL1229,20210520,140656,447762151536111616,微信,38,38,.1,255
TL1229,20210520,140657,447762156216954880,微信,60,60,.15,255
tl20210105,20210520,140828,447762537667932160,微信,25,25,.05,200
TL1229,20210520,140829,447762543430905856,微信,10,10,.03,255
TL1229,20210520,140951,447762887279947776,微信,15,15,.04,255
TL1229,20210520,140952,447762889184161792,微信,12,12,.03,255
tl20210105,20210520,140952,447762891356811264,微信,25,25,.05,200
TL1229,20210520,140953,447762886977957888,微信,65,65,.17,255
tl20210105,20210520,141116,447763242805932032,微信,40,40,.08,200
TL1229,20210520,141346,447763873641836544,微信,10,10,.03,255
tl20210105,20210520,141347,447763876061949952,微信,8,8,.02,200
tl20210105,20210520,141513,447764229180403712,微信,15,15,.03,200
TL1229,20210520,141627,447764545380593664,微信,15,15,.04,255
TL1229,20210520,141628,447764551273590784,微信,4,4,.01,255
TL1229,20210520,141737,447764841951440896,微信,78,78,.2,255
TL1229,20210520,141859,447765182688309248,微信,20,20,.05,255
TL1229,20210520,141900,447765189478887424,微信,15,15,.04,255
TL1229,20210520,142144,447765875184676864,微信,60,60,.15,255
tl20210105,20210520,142414,447766507194986496,微信,18,18,.04,200
TL1229,20210520,142545,447766889220583424,微信,10,10,.03,255
TL1229,20210520,142813,447767506919927808,微信,38,38,.1,255
tl20210105,20210520,142933,447767843185668096,微信,10,10,.02,200
TL1229,20210520,142937,447767859103051776,微信,30,30,.08,255
TL1229,20210520,143101,447768213215555584,微信,76,76,.19,255
tl20210105,20210520,143103,447768221776130048,微信,8,8,.02,200
TL1229,20210520,130240,447745977582661632,微信,28,28,.07,255
TL1229,20210520,130242,447745987749654528,微信,63,63,.16,255
tl20210105,20210520,130403,447746326129324032,微信,48,48,.1,200
TL1229,20210520,130404,447746329296023552,微信,15,15,.04,255
TL1229,20210520,130525,447746670838198272,微信,50,50,.13,255
tl00108,20210520,130642,447746992205770752,微信,40,40,.1,255
TL1229,20210520,130643,447746996496543744,微信,10,10,.03,255
TL1229,20210520,130645,447747005648515072,微信,10,10,.03,255
tl20210105,20210520,130801,447747325799739392,微信,16,16,.03,200
TL1229,20210520,130805,447747342002335744,微信,10,10,.03,255
tl20210105,20210520,130932,447747708257349632,微信,8,8,.02,200
TL1229,20210520,131102,447748085086203904,微信,40,40,.1,255
TL1229,20210520,131103,447748087267241984,微信,10,10,.03,255
TL1229,20210520,131239,447748492856438784,微信,10,10,.03,255
tl20210105,20210520,131240,447748497096880128,微信,8,8,.02,200
tl20210105,20210520,131241,447748497851854848,微信,24,24,.05,200
tl20210105,20210520,131423,447748926044155904,微信,33,33,.07,200
TL1229,20210520,131423,447748928799813632,微信,38,38,.1,255
tl20210105,20210520,131555,447749313895641088,微信,10,10,.02,200
TL1229,20210520,131557,447749320308731904,微信,65,65,.17,255
tl20210105,20210520,131559,447749332010840064,微信,65,65,.13,200
tl20210105,20210520,131601,447749337530544128,微信,45,45,.09,200
tl20210105,20210520,131902,447750097425182720,微信,35,35,.07,200
tl00108,20210520,131904,447750106799452160,微信,35,35,.09,255
tl20210105,20210520,131905,K520879407419675,微信,48,48,.1,200
tl00108,20210520,131906,447750114202398720,微信,45,45,.11,255
tl20210105,20210520,131910,447750132162408448,微信,131,131,.26,200
TL1229,20210520,132037,447750494663520256,微信,30,30,.08,255
TL1229,20210520,132037,447750496672591872,微信,80,80,.2,255
tl20210105,20210520,132039,447750502225850368,微信,48,48,.1,200
tl20210105,20210520,132040,447750507489701888,微信,3,3,.01,200
TL1229,20210520,132040,447750508831879168,微信,18,18,.05,255
tl00108,20210520,132041,447750511100997632,微信,37,37,.09,255
TL1229,20210520,132154,447750819948572672,微信,75,75,.19,255
TL1229,20210520,132323,447751191463243776,微信,140,140,.36,255
tl20210105,20210520,132323,447751192377602048,微信,10,10,.02,200
TL1229,20210520,132502,447751607890522112,微信,80,80,.2,255
tl20210105,20210520,132503,447751609912176640,微信,133,133,.27,200
TL1229,20210520,132508,447751630975971328,微信,30,30,.08,255
TL1229,20210520,132509,447751636902522880,微信,65,65,.17,255
tl20210105,20210520,132654,447752077518352384,微信,15,15,.03,200
TL1229,20210520,132832,447752489440948224,微信,120,120,.31,255
tl20210105,20210520,132834,447752496286052352,微信,20,20,.04,200
tl00108,20210520,133143,447753281791111168,微信,22,22,.06,255
tl20210105,20210520,133312,K520887878850043,微信,50,50,.1,200
tl20210105,20210520,133316,447753679486627840,微信,48,48,.1,200
tl20210105,20210520,133438,447754023788654592,微信,16,16,.03,200
tl20210105,20210520,133439,447754027790020608,微信,48,48,.1,200
tl20210105,20210520,133601,447754370112335872,微信,15,15,.03,200
tl00108,20210520,133721,447754708101935104,微信,45,45,.11,255
TL1229,20210520,133827,447754985320263680,微信,110,110,.28,255
tl20210105,20210520,133833,447755009974382592,微信,48,48,.1,200
TL1229,20210520,133834,447755013610844160,微信,10,10,.03,255
tl20210105,20210520,133835,447755017809342464,微信,6,6,.01,200
TL1229,20210520,133836,447755021118648320,微信,45,45,.11,255
TL1229,20210520,134118,447755700801417216,微信,55,55,.14,255
tl20210105,20210520,134119,447755704525959168,微信,40,40,.08,200
TL1229,20210520,134119,447755706686025728,微信,121,121,.31,255
TL1229,20210520,134121,447755713162031104,微信,12,12,.03,255
TL1229,20210520,134122,447755717230505984,微信,10,10,.03,255
tl20210105,20210520,134241,447755999750434816,微信,48,48,.1,200
TL1229,20210520,134406,447756404114894848,微信,15,15,.04,255
TL1229,20210520,134407,447756411471704064,微信,28,28,.07,255
tl20210105,20210520,134411,447756426898354176,微信,25,25,.05,200
tl20210105,20210520,134413,447756433332416512,微信,48,48,.1,200
tl20210105,20210520,134538,447756790397710336,微信,3,3,.01,200
tl20210105,20210520,134539,447756797674827776,微信,8,8,.02,200
TL1229,20210520,134705,447757155709005824,微信,10,10,.03,255
TL1229,20210520,134706,447757162658967552,微信,16,16,.04,255
TL1229,20210520,134707,447757163355222016,微信,10,10,.03,255
tl20210105,20210520,134818,447757464594329600,微信,8,8,.02,200
TL1229,20210520,134821,447757474429972480,微信,15,15,.04,255
tl20210105,20210520,134821,447757474249617408,微信,85,85,.17,200
tl20210105,20210520,134947,447757822678839296,微信,25,25,.05,200
TL1229,20210520,134948,447757838889824256,微信,28,28,.07,255
TL1229,20210520,135109,447758179186290688,微信,120,120,.31,255
TL1229,20210520,135233,447758533542064128,微信,12,12,.03,255
tl00108,20210520,135235,447758541871951872,微信,45,45,.11,255
TL1229,20210520,135410,447758939320004608,微信,20,20,.05,255
TL1229,20210520,135412,447758947670863872,微信,10,10,.03,255
tl20210105,20210520,135413,K520900500822010,微信,55,55,.11,200
tl20210105,20210520,135535,447759294279757824,微信,25,25,.05,200
tl00108,20210520,135536,447759277657731072,微信,25,25,.06,255
TL1229,20210520,135713,447759708135927808,微信,12,12,.03,255
tl20210105,20210520,135715,447759715832475648,微信,49,49,.1,200
TL1229,20210520,135837,447760057861189632,微信,25,25,.06,255
tl00108,20210520,140110,447760699543564288,微信,45,45,.11,255
TL1229,20210520,140113,447760713732894720,微信,12,12,.03,255
TL1229,20210520,140118,447760673895395328,微信,10,10,.03,255
TL1229,20210520,140120,447760735866236928,微信,10,10,.03,255
TL1229,20210520,140250,447761120072871936,微信,22,22,.06,255
TL1229,20210520,140251,447761123789025280,微信,10,10,.03,255
TL1229,20210520,140251,447761124669829120,微信,10,10,.03,255
TL1229,20210520,140252,447761124342673408,微信,60,60,.15,255
TL1229,20210520,140413,447761468640505856,微信,60,60,.15,255
TL1229,20210520,140531,447761794382737408,微信,12,12,.03,255
tl20210105,20210520,140532,447761774300409856,微信,25,25,.05,200
TL1229,20210520,140532,447761799373959168,微信,2,2,.01,255
TL1229,20210520,140701,447762172792844288,微信,15,15,.04,255
tl20210105,20210520,140701,447762175246512128,微信,8,8,.02,200
tl20210105,20210520,140836,447762572019281920,微信,20,20,.04,200
TL1229,20210520,140837,447762576591073280,微信,10,10,.03,255
tl20210105,20210520,140837,447762576658182144,微信,48,48,.1,200
tl20210105,20210520,140838,447762578600144896,微信,8,8,.02,200
TL1229,20210520,140955,447762901439918080,微信,20,20,.05,255
tl20210105,20210520,140955,447762902966644736,微信,56,56,.11,200
tl20210105,20210520,141000,447762923380322304,微信,8,8,.02,200
TL1229,20210520,141121,447763265039937536,微信,10,10,.03,255
TL1229,20210520,141240,447763594296995840,微信,10,10,.03,255
TL1229,20210520,141240,447763595282657280,微信,110,110,.28,255
TL1229,20210520,141515,447764243873050624,微信,30,30,.08,255
TL1229,20210520,141631,447764565286760448,微信,20,20,.05,255
tl20210105,20210520,141739,447764849044008960,微信,15,15,.03,200
TL1229,20210520,141905,447765203739521024,微信,60,60,.15,255
TL1229,20210520,141905,447765208118374400,微信,10,10,.03,255
tl20210105,20210520,142026,K520916205379386,微信,40,40,.08,200
TL1229,20210520,142028,447765509047103488,微信,45,45,.11,255
TL1229,20210520,142030,447765566077054976,微信,4,4,.01,255
tl20210105,20210520,142147,K520916977621415,微信,25,25,.05,200
tl20210105,20210520,142147,447765890728767488,微信,8,8,.02,200
tl20210105,20210520,142301,447766197001039872,微信,35,35,.07,200
TL1229,20210520,142304,447766214143160320,微信,15,15,.04,255
TL1229,20210520,142417,447766517345202176,微信,48,48,.12,255
tl00108,20210520,142417,447766519102615552,微信,10,10,.03,255
TL1229,20210520,142418,447766520490930176,微信,15,15,.04,255
TL1229,20210520,142419,447766525406654464,微信,60,60,.15,255
tl20210105,20210520,142548,447766899005894656,微信,15,15,.03,200
tl20210105,20210520,142550,447766908162060288,微信,12,12,.02,200
TL1229,20210520,142703,447767215545823232,微信,18,18,.05,255
TL1229,20210520,142704,447767219362639872,微信,38,38,.1,255
tl20210105,20210520,142705,447767221405265920,微信,10,10,.02,200
TL1229,20210520,142705,447767222734860288,微信,10,10,.03,255
tl20210105,20210520,142821,447767543586533376,微信,26,26,.05,200
TL1229,20210520,142940,447767873497903104,微信,10,10,.03,255
TL1229,20210520,143107,447768238511403008,微信,38,38,.1,255
tl20210105,20210520,143108,K520922628938713,微信,66,66,.13,200
TL1229,20210520,143223,447768558482272256,微信,15,15,.04,255
TL1229,20210520,130247,447746007404163072,微信,65,65,.17,255
tl20210105,20210520,130250,447746021551550464,微信,10,10,.02,200
tl20210105,20210520,130251,447746023418015744,微信,10,10,.02,200
tl20210105,20210520,130252,447746011501998080,微信,25,25,.05,200
tl20210105,20210520,130527,K520871237464612,微信,80,80,.16,200
tl20210105,20210520,130527,447746677670719488,微信,2,2,0,200
tl00108,20210520,130527,447746678895456256,微信,58,58,.15,255
tl20210105,20210520,130527,447746679944032256,微信,25,25,.05,200
tl20210105,20210520,130649,447747021029027840,微信,6,6,.01,200
TL1229,20210520,130808,447747356040671232,微信,50,50,.13,255
tl00108,20210520,130810,447747363175182336,微信,58,58,.15,255
TL1229,20210520,130812,447747370779455488,微信,22,22,.06,255
TL1229,20210520,130814,447747377846857728,微信,60,60,.15,255
tl20210105,20210520,130814,447747381143580672,微信,8,8,.02,200
tl20210105,20210520,130933,447747711033978880,微信,35,35,.07,200
TL1229,20210520,130934,447747714263592960,微信,35,35,.09,255
TL1229,20210520,130934,447747717006667776,微信,65,65,.17,255
TL1229,20210520,131249,447748532576497664,微信,65,65,.17,255
tl20210105,20210520,131426,447748925628919808,微信,8,8,.02,200
TL1229,20210520,131426,447748941760212992,微信,12,12,.03,255
TL1229,20210520,131426,447748941890236416,微信,50,50,.13,255
TL1229,20210520,131427,447748944524259328,微信,45,45,.11,255
tl20210105,20210520,131602,K520877582648604,微信,40,40,.08,200
tl00108,20210520,131604,447749350784544768,微信,2,2,.01,255
TL1229,20210520,131608,447749367914082304,微信,45,45,.11,255
tl20210105,20210520,131729,447749707635929088,微信,40,40,.08,200
TL1229,20210520,131730,447749712987860992,微信,10,10,.03,255
tl00108,20210520,131911,447750135178113024,微信,86,86,.22,255
tl20210105,20210520,132046,K520880424686266,微信,15,15,.03,200
tl20210105,20210520,132046,447750535251800064,微信,45,45,.09,200
TL1229,20210520,132203,447750857923801088,微信,38,38,.1,255
TL1229,20210520,132205,447750863657414656,微信,80,80,.2,255
tl00108,20210520,132327,447751200921399296,微信,86,86,.22,255
tl20210105,20210520,132329,447751217425985536,微信,16,16,.03,200
TL1229,20210520,132510,447751640979386368,微信,30,30,.08,255
TL1229,20210520,132514,447751658591268864,微信,10,10,.03,255
tl00108,20210520,132515,447751661007187968,微信,30,30,.08,255
TL1229,20210520,132703,447752114788937728,微信,58,58,.15,255
tl20210105,20210520,132703,447752116303081472,微信,48,48,.1,200
tl20210105,20210520,132707,447752130123313152,微信,25,25,.05,200
TL1229,20210520,132840,447752519145009152,微信,40,40,.1,255
TL1229,20210520,132840,447752518775910400,微信,100,100,.25,255
tl20210105,20210520,133004,K520885998897015,微信,16,16,.03,200
tl20210105,20210520,133007,447752885534240768,微信,16,16,.03,200
TL1229,20210520,133144,447753293619048448,微信,15,15,.04,255
TL1229,20210520,133146,447753302980734976,微信,10,10,.03,255
TL1229,20210520,133151,447753323033702400,微信,20,20,.05,255
TL1229,20210520,133151,447753323620904960,微信,60,60,.15,255
tl20210105,20210520,133322,447753704304324608,微信,48,48,.1,200
TL1229,20210520,133323,447753708804812800,微信,15,15,.04,255
TL1229,20210520,133443,447754046228180992,微信,10,10,.03,255
TL1229,20210520,133602,447754376428957696,微信,30,30,.08,255
TL1229,20210520,133603,447754378849071104,微信,55,55,.14,255
TL1229,20210520,133605,447754388487581696,微信,80,80,.2,255
TL1229,20210520,133607,447754398755237888,微信,30,30,.08,255
tl20210105,20210520,133836,447755014818803712,微信,10,10,.02,200
TL1229,20210520,133838,447755028769058816,微信,12,12,.03,255
TL1229,20210520,133958,447755366200815616,微信,15,15,.04,255
tl20210105,20210520,134002,K520891967782374,微信,40,40,.08,200
TL1229,20210520,134124,447755725707194368,微信,45,45,.11,255
TL1229,20210520,134125,447755729377210368,微信,30,30,.08,255
tl20210105,20210520,134241,447756049973030912,微信,15,15,.03,200
TL1229,20210520,134242,447756051940159488,微信,40,40,.1,255
TL1229,20210520,134242,447756055064915968,微信,230,230,.59,255
TL1229,20210520,134416,447756447114899456,微信,10,10,.03,255
tl20210105,20210520,134417,447756453624459264,微信,16,16,.03,200
TL1229,20210520,134417,447756454001946624,微信,45,45,.11,255
TL1229,20210520,134546,447756825499840512,微信,38,38,.1,255
tl20210105,20210520,134709,447757173136338944,微信,8,8,.02,200
TL1229,20210520,134823,447757483829407744,微信,12,12,.03,255
TL1229,20210520,134951,447757847509118976,微信,10,10,.03,255
TL1229,20210520,134951,447757852747804672,微信,60,60,.15,255
tl20210105,20210520,134951,447757852982685696,微信,10,10,.02,200
tl20210105,20210520,135110,447758184248815616,微信,25,25,.05,200
tl20210105,20210520,135238,447758551569182720,微信,20,20,.04,200
tl20210105,20210520,135242,447758571747979264,微信,48,48,.1,200
tl20210105,20210520,135414,447758958261481472,微信,3,3,.01,200
tl20210105,20210520,135416,447758963776991232,微信,10,10,.02,200
tl20210105,20210520,135419,447758975420379136,微信,15,15,.03,200
tl20210105,20210520,135538,447759308838187008,微信,8,8,.02,200
tl20210105,20210520,135541,447759319256838144,微信,8,8,.02,200
TL1229,20210520,135720,447759737856765952,微信,38,38,.1,255
TL1229,20210520,135722,447759745855303680,微信,72,72,.18,255
tl00108,20210520,135722,447759744471183360,微信,40,40,.1,255
TL1229,20210520,135840,447760072516087808,微信,65,65,.17,255
TL1229,20210520,135842,447760078253895680,微信,28,28,.07,255
TL1229,20210520,140121,447760745592827904,微信,12,12,.03,255
tl20210105,20210520,140123,447760757026500608,微信,10,10,.02,200
TL1229,20210520,140253,447761134996205568,微信,25,25,.06,255
TL1229,20210520,140254,447761137227575296,微信,48,48,.12,255
tl20210105,20210520,140417,447761485543550976,微信,18,18,.04,200
TL1229,20210520,140421,447761502060720128,微信,10,10,.03,255
TL1229,20210520,140536,447761815039684608,微信,38,38,.1,255
tl20210105,20210520,140537,447761813609426944,微信,23,23,.05,200
TL1229,20210520,140538,447761825298952192,微信,115,115,.29,255
TL1229,20210520,140540,447761831493939200,微信,15,15,.04,255
TL1229,20210520,140840,447762586758066176,微信,10,10,.03,255
TL1229,20210520,141123,447763272837148672,微信,10,10,.03,255
TL1229,20210520,141124,447763275785744384,微信,15,15,.04,255
tl20210105,20210520,141125,447763268332466176,微信,40,40,.08,200
TL1229,20210520,141245,447763616078016512,微信,74,74,.19,255
TL1229,20210520,141246,447763622457552896,微信,10,10,.03,255
tl20210105,20210520,141355,447763911789031424,微信,45,45,.09,200
TL1229,20210520,141356,447763912703389696,微信,12,12,.03,255
TL1229,20210520,141356,447763829769416704,微信,15,15,.04,255
TL1229,20210520,141357,447763918332145664,微信,38,38,.1,255
TL1229,20210520,141358,447763924292251648,微信,15,15,.04,255
TL1229,20210520,141518,447764256158167040,微信,38,38,.1,255
tl20210105,20210520,141520,447764267692503040,微信,23,23,.05,200
TL1229,20210520,141521,447764268892073984,微信,38,38,.1,255
tl20210105,20210520,141521,447764269923872768,微信,16,16,.03,200
TL1229,20210520,141522,447764274474692608,微信,25,25,.06,255
tl20210105,20210520,141634,447764576607186944,微信,49,49,.1,200
TL1229,20210520,141744,447764871697444864,微信,70,70,.18,255
tl20210105,20210520,141747,447764883500216320,微信,53,53,.11,200
TL1229,20210520,141910,447765229471576064,微信,10,10,.03,255
TL1229,20210520,142032,447765575614902272,微信,25,25,.06,255
tl20210105,20210520,142033,447765580929085440,微信,10,10,.02,200
TL1229,20210520,142034,447765581688254464,微信,12,12,.03,255
tl20210105,20210520,142034,447765581205909504,微信,37,37,.07,200
TL1229,20210520,142034,447765574054621184,微信,12,12,.03,255
tl20210105,20210520,142308,447766222313664512,微信,8,8,.02,200
TL1229,20210520,142311,447766242874142720,微信,15,15,.04,255
tl20210105,20210520,142423,447766545010831360,微信,40,40,.08,200
TL1229,20210520,142552,447766916420644864,微信,25,25,.06,255
TL1229,20210520,142554,447766924645675008,微信,20,20,.05,255
tl20210105,20210520,142556,447766932967174144,微信,8,8,.02,200
TL1229,20210520,142556,447766932962979840,微信,15,15,.04,255
tl00108,20210520,142556,447766932770041856,微信,7,7,.02,255
TL1229,20210520,142707,447767230292996096,微信,40,40,.1,255
TL1229,20210520,142825,447767558719582208,微信,60,60,.15,255
TL1229,20210520,143115,447768271172448256,微信,38,38,.1,255
TL1229,20210520,143227,447768573091033088,微信,55,55,.14,255
TL1229,20210520,143228,447768579831279616,微信,20,20,.05,255
TL1229,20210520,143229,447768581240565760,微信,28,28,.07,255
tl20210105,20210520,130255,447746039872270336,微信,96,96,.19,200
tl20210105,20210520,130412,447746363513155584,微信,15,15,.03,200
tl20210105,20210520,130413,K520870506550523,微信,53,53,.11,200
TL1229,20210520,130414,447746373239746560,微信,10,10,.03,255
tl00108,20210520,130531,447746697404919808,微信,10,10,.03,255
TL1229,20210520,130532,447746698524798976,微信,10,10,.03,255
TL1229,20210520,130651,447747031451873280,微信,83,83,.21,255
tl00108,20210520,130652,447747038145982464,微信,45,45,.11,255
TL1229,20210520,130653,447747038708019200,微信,15,15,.04,255
tl20210105,20210520,130653,447747038754156544,微信,25,25,.05,200
TL1229,20210520,130655,447747046551367680,微信,35,35,.09,255
TL1229,20210520,130816,447747388382949376,微信,65,65,.17,255
TL1229,20210520,130817,447747392099102720,微信,45,45,.11,255
TL1229,20210520,130935,447747721008033792,微信,45,45,.11,255
TL1229,20210520,130939,447747734941511680,微信,55,55,.14,255
TL1229,20210520,130940,447747741258133504,微信,38,38,.1,255
tl20210105,20210520,131110,447748116585426944,微信,40,40,.08,200
tl20210105,20210520,131110,447748119999590400,微信,10,10,.02,200
tl20210105,20210520,131111,447748122830745600,微信,45,45,.09,200
TL1229,20210520,131112,447748127268319232,微信,65,65,.17,255
tl20210105,20210520,131113,447748130636345344,微信,25,25,.05,200
tl20210105,20210520,131250,447748538570158080,微信,15,15,.03,200
TL1229,20210520,131250,447748539396435968,微信,55,55,.14,255
tl20210105,20210520,131251,447748541871075328,微信,10,10,.02,200
TL1229,20210520,131256,447748561433309184,微信,35,35,.09,255
TL1229,20210520,131429,447748953391017984,微信,83,83,.21,255
tl20210105,20210520,131430,447748956943593472,微信,67,67,.13,200
TL1229,20210520,131609,447749371764453376,微信,45,45,.11,255
TL1229,20210520,131609,447749372414570496,微信,15,15,.04,255
TL1229,20210520,131609,447749374532694016,微信,60,60,.15,255
tl20210105,20210520,131611,447749381067419648,微信,8,8,.02,200
tl20210105,20210520,131612,447749383265234944,微信,30,30,.06,200
TL1229,20210520,131613,447749387962855424,微信,30,30,.08,255
tl20210105,20210520,131741,447749756679925760,微信,58,58,.12,200
TL1229,20210520,131741,447749758563168256,微信,15,15,.04,255
TL1229,20210520,131917,447750161719668736,微信,48,48,.12,255
tl20210105,20210520,131919,447750167788826624,微信,15,15,.03,200
tl20210105,20210520,131920,447750173245616128,微信,10,10,.02,200
tl00108,20210520,132050,447750552511361024,微信,15,15,.04,255
tl00108,20210520,132051,447750556990877696,微信,35,35,.09,255
TL1229,20210520,132052,447750557506777088,微信,83,83,.21,255
TL1229,20210520,132209,447750882712137728,微信,30,30,.08,255
tl20210105,20210520,132330,447751220265529344,微信,32,32,.06,200
TL1229,20210520,132332,447751230189252608,微信,50,50,.13,255
TL1229,20210520,132334,447751239152480256,微信,70,70,.18,255
tl20210105,20210520,132516,447751665692225536,微信,45,45,.09,200
tl20210105,20210520,132517,447751670150770688,微信,48,48,.1,200
TL1229,20210520,132518,447751673011286016,微信,20,20,.05,255
TL1229,20210520,132711,447752143020797952,微信,65,65,.17,255
TL1229,20210520,132715,447752163904237568,微信,55,55,.14,255
tl20210105,20210520,133010,447752901590036480,微信,15,15,.03,200
TL1229,20210520,133012,447752906770001920,微信,10,10,.03,255
tl20210105,20210520,133012,447752908598718464,微信,8,8,.02,200
TL1229,20210520,133013,447752910565847040,微信,10,10,.03,255
TL1229,20210520,133612,447754417327616000,微信,20,20,.05,255
tl20210105,20210520,133612,447754416039964672,微信,50,50,.1,200
TL1229,20210520,133726,447754727798386688,微信,15,15,.04,255
tl20210105,20210520,133729,447754728087793664,微信,40,40,.08,200
TL1229,20210520,133839,447755032472629248,微信,75,75,.19,255
tl20210105,20210520,133839,447755033328267264,微信,10,10,.02,200
TL1229,20210520,133842,447755047173664768,微信,60,60,.15,255
TL1229,20210520,133843,447755050432638976,微信,10,10,.03,255
TL1229,20210520,133844,447755054983458816,微信,60,60,.15,255
TL1229,20210520,134005,447755394780803072,微信,80,80,.2,255
TL1229,20210520,134008,447755406445162496,微信,10,10,.03,255
TL1229,20210520,134133,447755765544693760,微信,38,38,.1,255
TL1229,20210520,134824,447757488443142144,微信,30,30,.08,255
tl20210105,20210520,134825,K520897024807582,微信,45,45,.09,200
tl20210105,20210520,134829,447757508949094400,微信,25,25,.05,200
tl20210105,20210520,134831,447757506696753152,微信,2,2,0,200
TL1229,20210520,135114,447758200317194240,微信,10,10,.03,255
TL1229,20210520,135114,447758201470627840,微信,90,90,.23,255
TL1229,20210520,135115,447758207426539520,微信,45,45,.11,255
TL1229,20210520,135245,447758584670629888,微信,50,50,.13,255
tl20210105,20210520,135548,447759351477481472,微信,30,30,.06,200
tl20210105,20210520,135724,447759753459576832,微信,10,10,.02,200
TL1229,20210520,135727,447759764125691904,微信,10,10,.03,255
TL1229,20210520,135847,447760100253020160,微信,15,15,.04,255
TL1229,20210520,135848,447760104917086208,微信,38,38,.1,255
tl20210105,20210520,140001,K520903875187913,微信,20,20,.04,200
tl20210105,20210520,140003,447760420882395136,微信,18,18,.04,200
TL1229,20210520,140125,447760763900964864,微信,60,60,.15,255
tl20210105,20210520,140125,447760765775818752,微信,16,16,.03,200
tl20210105,20210520,140128,447760774885847040,微信,15,15,.03,200
TL1229,20210520,140256,447761138783662080,微信,60,60,.15,255
TL1229,20210520,140258,447761155342774272,微信,2,2,.01,255
TL1229,20210520,140300,447761161520984064,微信,20,20,.05,255
TL1229,20210520,140432,447761547065602048,微信,50,50,.13,255
TL1229,20210520,140543,447761845314170880,微信,80,80,.2,255
tl20210105,20210520,140546,447761860703072256,微信,48,48,.1,200
